"Frame","Distance","Distance_mm","Time","ElapsedTimeMin","DiffTimeMin","IsInteracting"
13,0,0,0.0216666666666667,0,0,TRUE
14,18.1107702762748,181.107702762748,0.0233333333333333,0.00166666666666666,0.00166666666666666,FALSE
15,22.0907220343745,220.907220343745,0.025,0.00333333333333333,0.00166666666666667,FALSE
16,23.5372045918796,235.372045918796,0.0266666666666667,0.005,0.00166666666666667,FALSE
17,18.1107702762748,181.107702762748,0.0283333333333333,0.00666666666666666,0.00166666666666666,FALSE
18,13.0384048104053,130.384048104053,0.03,0.00833333333333333,0.00166666666666667,FALSE
30,13.8924439894498,138.924439894498,0.05,0.0283333333333333,0.02,FALSE
45,18.0277563773199,180.277563773199,0.075,0.0533333333333333,0.025,FALSE
46,21.1896201004171,211.896201004171,0.0766666666666667,0.055,0.00166666666666666,FALSE
47,22.4722050542442,224.722050542442,0.0783333333333333,0.0566666666666667,0.00166666666666668,FALSE
48,27.2029410174709,272.029410174709,0.08,0.0583333333333333,0.00166666666666666,FALSE
49,25.3179778023443,253.179778023443,0.0816666666666667,0.06,0.00166666666666668,FALSE
50,25.0798724079689,250.798724079689,0.0833333333333333,0.0616666666666667,0.00166666666666665,FALSE
51,23,230,0.085,0.0633333333333333,0.00166666666666666,FALSE
52,20.2237484161567,202.237484161567,0.0866666666666667,0.065,0.00166666666666668,FALSE
53,18.2482875908947,182.482875908947,0.0883333333333333,0.0666666666666667,0.00166666666666666,FALSE
54,16.2788205960997,162.788205960997,0.09,0.0683333333333333,0.00166666666666668,FALSE
55,0,0,0.0916666666666667,0.07,0.00166666666666665,TRUE
56,0,0,0.0933333333333333,0.0716666666666667,0.00166666666666666,TRUE
57,0,0,0.095,0.0733333333333333,0.00166666666666668,TRUE
58,0,0,0.0966666666666667,0.075,0.00166666666666666,TRUE
59,0,0,0.0983333333333333,0.0766666666666667,0.00166666666666668,TRUE
60,0,0,0.1,0.0783333333333333,0.00166666666666666,TRUE
61,0,0,0.101666666666667,0.08,0.00166666666666665,TRUE
67,0,0,0.111666666666667,0.09,0.01,TRUE
68,0,0,0.113333333333333,0.0916666666666667,0.00166666666666666,TRUE
69,0,0,0.115,0.0933333333333333,0.00166666666666668,TRUE
70,0,0,0.116666666666667,0.095,0.00166666666666666,TRUE
75,0,0,0.125,0.103333333333333,0.00833333333333333,TRUE
76,0,0,0.126666666666667,0.105,0.00166666666666665,TRUE
77,0,0,0.128333333333333,0.106666666666667,0.00166666666666668,TRUE
79,0,0,0.131666666666667,0.11,0.00333333333333335,TRUE
81,0,0,0.135,0.113333333333333,0.0033333333333333,TRUE
87,23.6008474424119,236.008474424119,0.145,0.123333333333333,0.01,FALSE
88,28.3019433961698,283.019433961698,0.146666666666667,0.125,0.00166666666666668,FALSE
102,0,0,0.17,0.148333333333333,0.0233333333333333,TRUE
103,0,0,0.171666666666667,0.15,0.00166666666666671,TRUE
104,0,0,0.173333333333333,0.151666666666667,0.00166666666666665,TRUE
124,0,0,0.206666666666667,0.185,0.0333333333333333,TRUE
125,0,0,0.208333333333333,0.186666666666667,0.00166666666666668,TRUE
126,0,0,0.21,0.188333333333333,0.00166666666666665,TRUE
131,0,0,0.218333333333333,0.196666666666667,0.00833333333333333,TRUE
132,0,0,0.22,0.198333333333333,0.00166666666666668,TRUE
205,0,0,0.341666666666667,0.32,0.121666666666667,TRUE
206,0,0,0.343333333333333,0.321666666666667,0.00166666666666671,TRUE
207,0,0,0.345,0.323333333333333,0.00166666666666659,TRUE
208,0,0,0.346666666666667,0.325,0.00166666666666671,TRUE
209,0,0,0.348333333333333,0.326666666666667,0.00166666666666665,TRUE
210,0,0,0.35,0.328333333333333,0.00166666666666665,TRUE
238,0,0,0.396666666666667,0.375,0.0466666666666667,TRUE
239,0,0,0.398333333333333,0.376666666666667,0.00166666666666665,TRUE
240,0,0,0.4,0.378333333333333,0.00166666666666671,TRUE
241,0,0,0.401666666666667,0.38,0.00166666666666665,TRUE
279,0,0,0.465,0.443333333333333,0.0633333333333333,TRUE
385,22.3606797749979,223.606797749979,0.641666666666667,0.62,0.176666666666667,FALSE
402,0,0,0.67,0.648333333333333,0.0283333333333333,TRUE
411,0,0,0.685,0.663333333333333,0.015,TRUE
416,0,0,0.693333333333333,0.671666666666667,0.0083333333333333,TRUE
421,0,0,0.701666666666667,0.68,0.0083333333333333,TRUE
428,0,0,0.713333333333333,0.691666666666667,0.0116666666666666,TRUE
429,0,0,0.715,0.693333333333333,0.00166666666666671,TRUE
431,0,0,0.718333333333333,0.696666666666667,0.00333333333333341,TRUE
441,14.560219778561,145.60219778561,0.735,0.713333333333333,0.0166666666666666,FALSE
442,14.3178210632764,143.178210632764,0.736666666666667,0.715,0.00166666666666671,FALSE
443,16.1245154965971,161.245154965971,0.738333333333333,0.716666666666667,0.00166666666666659,FALSE
447,13.1529464379659,131.529464379659,0.745,0.723333333333333,0.00666666666666671,FALSE
453,0,0,0.755,0.733333333333333,0.01,TRUE
454,0,0,0.756666666666667,0.735,0.00166666666666659,TRUE
455,0,0,0.758333333333333,0.736666666666667,0.00166666666666671,TRUE
456,0,0,0.76,0.738333333333333,0.00166666666666671,TRUE
457,0,0,0.761666666666667,0.74,0.00166666666666671,TRUE
458,0,0,0.763333333333333,0.741666666666667,0.00166666666666659,TRUE
459,0,0,0.765,0.743333333333333,0.00166666666666671,TRUE
460,0,0,0.766666666666667,0.745,0.00166666666666671,TRUE
483,0,0,0.805,0.783333333333333,0.0383333333333332,TRUE
484,0,0,0.806666666666667,0.785,0.00166666666666671,TRUE
485,0,0,0.808333333333333,0.786666666666667,0.00166666666666671,TRUE
486,0,0,0.81,0.788333333333333,0.00166666666666671,TRUE
487,0,0,0.811666666666667,0.79,0.00166666666666671,TRUE
488,2.23606797749979,22.3606797749979,0.813333333333333,0.791666666666667,0.00166666666666648,FALSE
489,8.06225774829855,80.6225774829855,0.815,0.793333333333333,0.00166666666666671,FALSE
554,20.5182845286832,205.182845286832,0.923333333333333,0.901666666666667,0.108333333333333,FALSE
555,20,200,0.925,0.903333333333333,0.00166666666666671,FALSE
556,18.8679622641132,188.679622641132,0.926666666666667,0.905,0.00166666666666659,FALSE
557,17,170,0.928333333333333,0.906666666666667,0.00166666666666671,FALSE
558,17.0880074906351,170.880074906351,0.93,0.908333333333333,0.00166666666666659,FALSE
559,15.52417469626,155.2417469626,0.931666666666667,0.91,0.00166666666666671,FALSE
560,15.2970585407784,152.970585407784,0.933333333333333,0.911666666666667,0.00166666666666671,FALSE
561,16.1245154965971,161.245154965971,0.935,0.913333333333333,0.00166666666666671,FALSE
562,16.1245154965971,161.245154965971,0.936666666666667,0.915,0.00166666666666671,FALSE
563,16,160,0.938333333333333,0.916666666666667,0.00166666666666648,FALSE
571,0,0,0.951666666666667,0.93,0.0133333333333334,TRUE
572,0,0,0.953333333333333,0.931666666666667,0.00166666666666671,TRUE
573,0,0,0.955,0.933333333333333,0.00166666666666659,TRUE
574,0,0,0.956666666666667,0.935,0.00166666666666671,TRUE
575,0,0,0.958333333333333,0.936666666666667,0.00166666666666671,TRUE
576,0,0,0.96,0.938333333333333,0.00166666666666671,TRUE
599,0,0,0.998333333333333,0.976666666666667,0.0383333333333332,TRUE
600,0,0,1,0.978333333333333,0.00166666666666671,TRUE
601,0,0,1.00166666666667,0.98,0.00166666666666671,TRUE
602,0,0,1.00333333333333,0.981666666666667,0.00166666666666671,TRUE
603,0,0,1.005,0.983333333333333,0.00166666666666648,TRUE
616,0,0,1.02666666666667,1.005,0.0216666666666667,TRUE
617,0,0,1.02833333333333,1.00666666666667,0.00166666666666671,TRUE
722,0,0,1.20333333333333,1.18166666666667,0.175,TRUE
723,0,0,1.205,1.18333333333333,0.00166666666666648,TRUE
724,0,0,1.20666666666667,1.185,0.00166666666666693,TRUE
725,0,0,1.20833333333333,1.18666666666667,0.00166666666666648,TRUE
726,0,0,1.21,1.18833333333333,0.00166666666666671,TRUE
727,0,0,1.21166666666667,1.19,0.00166666666666671,TRUE
728,0,0,1.21333333333333,1.19166666666667,0.00166666666666671,TRUE
750,0,0,1.25,1.22833333333333,0.0366666666666666,TRUE
751,0,0,1.25166666666667,1.23,0.00166666666666648,TRUE
752,0,0,1.25333333333333,1.23166666666667,0.00166666666666693,TRUE
753,0,0,1.255,1.23333333333333,0.00166666666666648,TRUE
754,0,0,1.25666666666667,1.235,0.00166666666666693,TRUE
755,0,0,1.25833333333333,1.23666666666667,0.00166666666666648,TRUE
756,0,0,1.26,1.23833333333333,0.00166666666666671,TRUE
758,0,0,1.26333333333333,1.24166666666667,0.00333333333333319,TRUE
759,0,0,1.265,1.24333333333333,0.00166666666666693,TRUE
760,0,0,1.26666666666667,1.245,0.00166666666666648,TRUE
761,0,0,1.26833333333333,1.24666666666667,0.00166666666666671,TRUE
778,0,0,1.29666666666667,1.275,0.0283333333333333,TRUE
779,0,0,1.29833333333333,1.27666666666667,0.00166666666666671,TRUE
780,0,0,1.3,1.27833333333333,0.00166666666666671,TRUE
781,0,0,1.30166666666667,1.28,0.00166666666666648,TRUE
782,17.8044938147649,178.044938147649,1.30333333333333,1.28166666666667,0.00166666666666693,FALSE
783,19.4164878389476,194.164878389476,1.305,1.28333333333333,0.00166666666666648,FALSE
784,21.095023109729,210.95023109729,1.30666666666667,1.285,0.00166666666666693,FALSE
785,21.9317121994613,219.317121994613,1.30833333333333,1.28666666666667,0.00166666666666648,FALSE
786,24.6981780704569,246.981780704569,1.31,1.28833333333333,0.00166666666666648,FALSE
787,26.2488094968134,262.488094968134,1.31166666666667,1.29,0.00166666666666693,FALSE
788,23.7697286480094,237.697286480094,1.31333333333333,1.29166666666667,0.00166666666666648,FALSE
789,23.7697286480094,237.697286480094,1.315,1.29333333333333,0.00166666666666693,FALSE
790,23.3452350598575,233.452350598575,1.31666666666667,1.295,0.00166666666666648,FALSE
791,22.3606797749979,223.606797749979,1.31833333333333,1.29666666666667,0.00166666666666648,FALSE
792,21.0237960416286,210.237960416286,1.32,1.29833333333333,0.00166666666666693,FALSE
793,21,210,1.32166666666667,1.3,0.00166666666666648,FALSE
794,22,220,1.32333333333333,1.30166666666667,0.00166666666666693,FALSE
795,25.0199920063936,250.199920063936,1.325,1.30333333333333,0.00166666666666648,FALSE
796,24.1867732448956,241.867732448956,1.32666666666667,1.305,0.00166666666666671,FALSE
797,25.4950975679639,254.950975679639,1.32833333333333,1.30666666666667,0.00166666666666671,FALSE
798,0,0,1.33,1.30833333333333,0.00166666666666648,TRUE
799,0,0,1.33166666666667,1.31,0.00166666666666693,TRUE
800,0,0,1.33333333333333,1.31166666666667,0.00166666666666648,TRUE
801,0,0,1.335,1.31333333333333,0.00166666666666671,TRUE
802,0,0,1.33666666666667,1.315,0.00166666666666671,TRUE
803,0,0,1.33833333333333,1.31666666666667,0.00166666666666671,TRUE
804,0,0,1.34,1.31833333333333,0.00166666666666671,TRUE
805,0,0,1.34166666666667,1.32,0.00166666666666648,TRUE
806,0,0,1.34333333333333,1.32166666666667,0.00166666666666671,TRUE
807,0,0,1.345,1.32333333333333,0.00166666666666671,TRUE
808,0,0,1.34666666666667,1.325,0.00166666666666671,TRUE
809,0,0,1.34833333333333,1.32666666666667,0.00166666666666671,TRUE
810,0,0,1.35,1.32833333333333,0.00166666666666671,TRUE
811,0,0,1.35166666666667,1.33,0.00166666666666648,TRUE
812,0,0,1.35333333333333,1.33166666666667,0.00166666666666671,TRUE
813,0,0,1.355,1.33333333333333,0.00166666666666671,TRUE
814,0,0,1.35666666666667,1.335,0.00166666666666671,TRUE
815,0,0,1.35833333333333,1.33666666666667,0.00166666666666671,TRUE
816,0,0,1.36,1.33833333333333,0.00166666666666648,TRUE
817,0,0,1.36166666666667,1.34,0.00166666666666693,TRUE
818,0,0,1.36333333333333,1.34166666666667,0.00166666666666648,TRUE
819,0,0,1.365,1.34333333333333,0.00166666666666671,TRUE
820,0,0,1.36666666666667,1.345,0.00166666666666671,TRUE
821,0,0,1.36833333333333,1.34666666666667,0.00166666666666648,TRUE
822,0,0,1.37,1.34833333333333,0.00166666666666693,TRUE
823,0,0,1.37166666666667,1.35,0.00166666666666648,TRUE
824,0,0,1.37333333333333,1.35166666666667,0.00166666666666693,TRUE
825,0,0,1.375,1.35333333333333,0.00166666666666648,TRUE
826,0,0,1.37666666666667,1.355,0.00166666666666648,TRUE
827,0,0,1.37833333333333,1.35666666666667,0.00166666666666693,TRUE
829,0,0,1.38166666666667,1.36,0.00333333333333341,TRUE
831,23.259406699226,232.59406699226,1.385,1.36333333333333,0.00333333333333319,FALSE
833,22.4722050542442,224.722050542442,1.38833333333333,1.36666666666667,0.00333333333333319,FALSE
850,0,0,1.41666666666667,1.395,0.0283333333333335,TRUE
851,0,0,1.41833333333333,1.39666666666667,0.00166666666666648,TRUE
853,0,0,1.42166666666667,1.4,0.00333333333333341,TRUE
854,0,0,1.42333333333333,1.40166666666667,0.00166666666666671,TRUE
855,0,0,1.425,1.40333333333333,0.00166666666666671,TRUE
911,0,0,1.51833333333333,1.49666666666667,0.0933333333333333,TRUE
912,0,0,1.52,1.49833333333333,0.00166666666666671,TRUE
913,0,0,1.52166666666667,1.5,0.00166666666666671,TRUE
914,19.2353840616713,192.353840616713,1.52333333333333,1.50166666666667,0.00166666666666671,FALSE
915,21.6333076527839,216.333076527839,1.525,1.50333333333333,0.00166666666666648,FALSE
916,22.4722050542442,224.722050542442,1.52666666666667,1.505,0.00166666666666671,FALSE
917,22.8035085019828,228.035085019828,1.52833333333333,1.50666666666667,0.00166666666666671,FALSE
918,24.8394846967484,248.394846967484,1.53,1.50833333333333,0.00166666666666671,FALSE
919,26.8700576850888,268.700576850888,1.53166666666667,1.51,0.00166666666666671,FALSE
920,29.0688837074973,290.688837074973,1.53333333333333,1.51166666666667,0.00166666666666671,FALSE
921,30,300,1.535,1.51333333333333,0.00166666666666648,FALSE
922,32.4499614791759,324.499614791759,1.53666666666667,1.515,0.00166666666666671,FALSE
923,35.3553390593274,353.553390593274,1.53833333333333,1.51666666666667,0.00166666666666671,FALSE
924,40.7185461430047,407.185461430047,1.54,1.51833333333333,0.00166666666666671,FALSE
925,42.7200187265877,427.200187265877,1.54166666666667,1.52,0.00166666666666671,FALSE
926,44.0113621693308,440.113621693308,1.54333333333333,1.52166666666667,0.00166666666666648,FALSE
927,43.6577599058861,436.577599058861,1.545,1.52333333333333,0.00166666666666693,FALSE
928,44.5982062419555,445.982062419555,1.54666666666667,1.525,0.00166666666666648,FALSE
929,44.9221548904324,449.221548904324,1.54833333333333,1.52666666666667,0.00166666666666671,FALSE
930,46.8401537145215,468.401537145215,1.55,1.52833333333333,0.00166666666666671,FALSE
931,48.2700735445887,482.700735445887,1.55166666666667,1.53,0.00166666666666648,FALSE
932,49.8196748283246,498.196748283246,1.55333333333333,1.53166666666667,0.00166666666666693,FALSE
933,53.2353266168247,532.353266168247,1.555,1.53333333333333,0.00166666666666648,FALSE
934,51.0881590977792,510.881590977792,1.55666666666667,1.535,0.00166666666666693,FALSE
935,51,510,1.55833333333333,1.53666666666667,0.00166666666666648,FALSE
936,53.084837759948,530.84837759948,1.56,1.53833333333333,0.00166666666666648,FALSE
937,53.3385414123783,533.385414123783,1.56166666666667,1.54,0.00166666666666693,FALSE
938,53.7587202228625,537.587202228625,1.56333333333333,1.54166666666667,0.00166666666666648,FALSE
939,52.3927475897189,523.927475897189,1.565,1.54333333333333,0.00166666666666693,FALSE
940,49.0407993409569,490.407993409569,1.56666666666667,1.545,0.00166666666666648,FALSE
941,49.0407993409569,490.407993409569,1.56833333333333,1.54666666666667,0.00166666666666648,FALSE
942,45.6946386351835,456.946386351835,1.57,1.54833333333333,0.00166666666666693,FALSE
943,41.5932686861708,415.932686861708,1.57166666666667,1.55,0.00166666666666648,FALSE
944,38.2753184180093,382.753184180093,1.57333333333333,1.55166666666667,0.00166666666666693,FALSE
945,36.4005494464026,364.005494464026,1.575,1.55333333333333,0.00166666666666648,FALSE
946,37.4833296279826,374.833296279826,1.57666666666667,1.555,0.00166666666666671,FALSE
947,30.4795013082563,304.795013082563,1.57833333333333,1.55666666666667,0.00166666666666671,FALSE
948,29.8328677803526,298.328677803526,1.58,1.55833333333333,0.00166666666666648,FALSE
949,26.6270539113887,266.270539113887,1.58166666666667,1.56,0.00166666666666693,FALSE
950,26.4196896272458,264.196896272458,1.58333333333333,1.56166666666667,0.00166666666666648,FALSE
951,24.1660919471891,241.660919471891,1.585,1.56333333333333,0.00166666666666671,FALSE
952,20.2484567313166,202.484567313166,1.58666666666667,1.565,0.00166666666666671,FALSE
953,19.6468827043885,196.468827043885,1.58833333333333,1.56666666666667,0.00166666666666671,FALSE
954,20.2237484161567,202.237484161567,1.59,1.56833333333333,0.00166666666666671,FALSE
955,22.0227155455452,220.227155455452,1.59166666666667,1.57,0.00166666666666648,FALSE
956,19.0262975904404,190.262975904404,1.59333333333333,1.57166666666667,0.00166666666666671,FALSE
961,20.6155281280883,206.155281280883,1.60166666666667,1.58,0.0083333333333333,FALSE
962,21.0237960416286,210.237960416286,1.60333333333333,1.58166666666667,0.00166666666666671,FALSE
963,21.9544984001001,219.544984001001,1.605,1.58333333333333,0.00166666666666671,FALSE
964,21.095023109729,210.95023109729,1.60666666666667,1.585,0.00166666666666671,FALSE
1013,0,0,1.68833333333333,1.66666666666667,0.0816666666666666,TRUE
1014,0,0,1.69,1.66833333333333,0.00166666666666693,TRUE
1054,0,0,1.75666666666667,1.735,0.0666666666666667,TRUE
1067,0,0,1.77833333333333,1.75666666666667,0.0216666666666665,TRUE
1068,0,0,1.78,1.75833333333333,0.00166666666666671,TRUE
1069,0,0,1.78166666666667,1.76,0.00166666666666671,TRUE
1070,0,0,1.78333333333333,1.76166666666667,0.00166666666666671,TRUE
1071,0,0,1.785,1.76333333333333,0.00166666666666648,TRUE
1072,0,0,1.78666666666667,1.765,0.00166666666666671,TRUE
1073,18.3575597506858,183.575597506858,1.78833333333333,1.76666666666667,0.00166666666666671,FALSE
1074,19.723082923316,197.23082923316,1.79,1.76833333333333,0.00166666666666671,FALSE
1075,20.8086520466848,208.086520466848,1.79166666666667,1.77,0.00166666666666671,FALSE
1076,20,200,1.79333333333333,1.77166666666667,0.00166666666666648,FALSE
1077,20.6155281280883,206.155281280883,1.795,1.77333333333333,0.00166666666666693,FALSE
1078,22.6715680975093,226.715680975093,1.79666666666667,1.775,0.00166666666666648,FALSE
1079,24.0416305603426,240.416305603426,1.79833333333333,1.77666666666667,0.00166666666666671,FALSE
1080,25,250,1.8,1.77833333333333,0.00166666666666671,FALSE
1081,24.4131112314674,244.131112314674,1.80166666666667,1.78,0.00166666666666648,FALSE
1082,28.1780056072107,281.780056072107,1.80333333333333,1.78166666666667,0.00166666666666693,FALSE
1083,29.5296461204668,295.296461204668,1.805,1.78333333333333,0.00166666666666648,FALSE
1084,27.7308492477241,277.308492477241,1.80666666666667,1.785,0.00166666666666693,FALSE
1085,32.6955654485436,326.955654485436,1.80833333333333,1.78666666666667,0.00166666666666648,FALSE
1086,29.732137494637,297.32137494637,1.81,1.78833333333333,0.00166666666666648,FALSE
1087,26.5706605111728,265.706605111728,1.81166666666667,1.79,0.00166666666666693,FALSE
1088,26.5706605111728,265.706605111728,1.81333333333333,1.79166666666667,0.00166666666666648,FALSE
1089,22.4722050542442,224.722050542442,1.815,1.79333333333333,0.00166666666666693,FALSE
1090,0,0,1.81666666666667,1.795,0.00166666666666648,TRUE
1091,0,0,1.81833333333333,1.79666666666667,0.00166666666666648,TRUE
1092,0,0,1.82,1.79833333333333,0.00166666666666693,TRUE
1093,0,0,1.82166666666667,1.8,0.00166666666666648,TRUE
1094,0,0,1.82333333333333,1.80166666666667,0.00166666666666693,TRUE
1095,0,0,1.825,1.80333333333333,0.00166666666666648,TRUE
1096,0,0,1.82666666666667,1.805,0.00166666666666671,TRUE
1097,0,0,1.82833333333333,1.80666666666667,0.00166666666666671,TRUE
1098,25.1793566240283,251.793566240283,1.83,1.80833333333333,0.00166666666666648,FALSE
1099,0,0,1.83166666666667,1.81,0.00166666666666693,TRUE
1100,0,0,1.83333333333333,1.81166666666667,0.00166666666666648,TRUE
1101,0,0,1.835,1.81333333333333,0.00166666666666671,TRUE
