"Frame","Distance","Distance_mm","Time","ElapsedTimeMin","DiffTimeMin","IsInteracting"
1102,0,0,1.83666666666667,1.815,0.00166666666666671,TRUE
1119,19.1049731745428,191.049731745428,1.865,1.84333333333333,0.0283333333333333,FALSE
1120,18.0277563773199,180.277563773199,1.86666666666667,1.845,0.00166666666666671,FALSE
1125,0,0,1.875,1.85333333333333,0.0083333333333333,TRUE
1126,0,0,1.87666666666667,1.855,0.00166666666666648,TRUE
1127,0,0,1.87833333333333,1.85666666666667,0.00166666666666693,TRUE
1128,17.4928556845359,174.928556845359,1.88,1.85833333333333,0.00166666666666648,FALSE
1129,0,0,1.88166666666667,1.86,0.00166666666666693,TRUE
1130,0,0,1.88333333333333,1.86166666666667,0.00166666666666648,TRUE
1171,0,0,1.95166666666667,1.93,0.0683333333333334,TRUE
1172,0,0,1.95333333333333,1.93166666666667,0.00166666666666671,TRUE
1173,0,0,1.955,1.93333333333333,0.00166666666666648,TRUE
1174,0,0,1.95666666666667,1.935,0.00166666666666693,TRUE
1175,0,0,1.95833333333333,1.93666666666667,0.00166666666666648,TRUE
1176,0,0,1.96,1.93833333333333,0.00166666666666671,TRUE
1177,0,0,1.96166666666667,1.94,0.00166666666666671,TRUE
1178,0,0,1.96333333333333,1.94166666666667,0.00166666666666671,TRUE
1179,0,0,1.965,1.94333333333333,0.00166666666666671,TRUE
1180,0,0,1.96666666666667,1.945,0.00166666666666648,TRUE
1181,0,0,1.96833333333333,1.94666666666667,0.00166666666666671,TRUE
1182,0,0,1.97,1.94833333333333,0.00166666666666671,TRUE
1183,0,0,1.97166666666667,1.95,0.00166666666666671,TRUE
1184,0,0,1.97333333333333,1.95166666666667,0.00166666666666671,TRUE
1185,0,0,1.975,1.95333333333333,0.00166666666666671,TRUE
1186,0,0,1.97666666666667,1.955,0.00166666666666648,TRUE
1187,0,0,1.97833333333333,1.95666666666667,0.00166666666666671,TRUE
1188,0,0,1.98,1.95833333333333,0.00166666666666671,TRUE
1189,0,0,1.98166666666667,1.96,0.00166666666666671,TRUE
1190,0,0,1.98333333333333,1.96166666666667,0.00166666666666671,TRUE
1191,0,0,1.985,1.96333333333333,0.00166666666666648,TRUE
1192,0,0,1.98666666666667,1.965,0.00166666666666693,TRUE
1193,0,0,1.98833333333333,1.96666666666667,0.00166666666666648,TRUE
1194,0,0,1.99,1.96833333333333,0.00166666666666671,TRUE
1195,0,0,1.99166666666667,1.97,0.00166666666666671,TRUE
1196,0,0,1.99333333333333,1.97166666666667,0.00166666666666648,TRUE
1197,0,0,1.995,1.97333333333333,0.00166666666666693,TRUE
1198,0,0,1.99666666666667,1.975,0.00166666666666648,TRUE
1199,0,0,1.99833333333333,1.97666666666667,0.00166666666666693,TRUE
1200,0,0,2,1.97833333333333,0.00166666666666648,TRUE
1201,0,0,2.00166666666667,1.98,0.00166666666666648,TRUE
1202,0,0,2.00333333333333,1.98166666666667,0.00166666666666693,TRUE
1203,0,0,2.005,1.98333333333333,0.00166666666666648,TRUE
1204,0,0,2.00666666666667,1.985,0.00166666666666693,TRUE
1205,0,0,2.00833333333333,1.98666666666667,0.00166666666666648,TRUE
1206,0,0,2.01,1.98833333333333,0.00166666666666648,TRUE
1207,0,0,2.01166666666667,1.99,0.00166666666666693,TRUE
1208,0,0,2.01333333333333,1.99166666666667,0.00166666666666648,TRUE
1209,0,0,2.015,1.99333333333333,0.00166666666666693,TRUE
1210,0,0,2.01666666666667,1.995,0.00166666666666648,TRUE
1211,0,0,2.01833333333333,1.99666666666667,0.00166666666666648,TRUE
1212,0,0,2.02,1.99833333333333,0.00166666666666693,TRUE
1213,0,0,2.02166666666667,2,0.00166666666666648,TRUE
1214,0,0,2.02333333333333,2.00166666666667,0.00166666666666693,TRUE
1215,0,0,2.025,2.00333333333333,0.00166666666666648,TRUE
1216,0,0,2.02666666666667,2.005,0.00166666666666648,TRUE
1217,0,0,2.02833333333333,2.00666666666667,0.00166666666666693,TRUE
1218,0,0,2.03,2.00833333333333,0.00166666666666648,TRUE
1219,0,0,2.03166666666667,2.01,0.00166666666666693,TRUE
1220,0,0,2.03333333333333,2.01166666666667,0.00166666666666648,TRUE
1221,0,0,2.035,2.01333333333333,0.00166666666666648,TRUE
1222,0,0,2.03666666666667,2.015,0.00166666666666693,TRUE
1223,0,0,2.03833333333333,2.01666666666667,0.00166666666666648,TRUE
1224,0,0,2.04,2.01833333333333,0.00166666666666693,TRUE
1225,0,0,2.04166666666667,2.02,0.00166666666666648,TRUE
1226,0,0,2.04333333333333,2.02166666666667,0.00166666666666693,TRUE
1227,0,0,2.045,2.02333333333333,0.00166666666666648,TRUE
1228,0,0,2.04666666666667,2.025,0.00166666666666648,TRUE
1229,0,0,2.04833333333333,2.02666666666667,0.00166666666666693,TRUE
1230,0,0,2.05,2.02833333333333,0.00166666666666648,TRUE
1231,0,0,2.05166666666667,2.03,0.00166666666666693,TRUE
1232,0,0,2.05333333333333,2.03166666666667,0.00166666666666648,TRUE
1233,0,0,2.055,2.03333333333333,0.00166666666666693,TRUE
1234,0,0,2.05666666666667,2.035,0.00166666666666648,TRUE
1245,0,0,2.075,2.05333333333333,0.0183333333333335,TRUE
1246,0,0,2.07666666666667,2.055,0.00166666666666648,TRUE
1247,0,0,2.07833333333333,2.05666666666667,0.00166666666666693,TRUE
1248,0,0,2.08,2.05833333333333,0.00166666666666648,TRUE
1249,0,0,2.08166666666667,2.06,0.00166666666666648,TRUE
1250,0,0,2.08333333333333,2.06166666666667,0.00166666666666693,TRUE
1251,0,0,2.085,2.06333333333333,0.00166666666666648,TRUE
1252,0,0,2.08666666666667,2.065,0.00166666666666693,TRUE
1253,0,0,2.08833333333333,2.06666666666667,0.00166666666666648,TRUE
1254,0,0,2.09,2.06833333333333,0.00166666666666693,TRUE
1255,0,0,2.09166666666667,2.07,0.00166666666666648,TRUE
1256,0,0,2.09333333333333,2.07166666666667,0.00166666666666648,TRUE
1257,0,0,2.095,2.07333333333333,0.00166666666666693,TRUE
1258,0,0,2.09666666666667,2.075,0.00166666666666648,TRUE
1259,0,0,2.09833333333333,2.07666666666667,0.00166666666666693,TRUE
1260,0,0,2.1,2.07833333333333,0.00166666666666648,TRUE
1261,0,0,2.10166666666667,2.08,0.00166666666666648,TRUE
1262,0,0,2.10333333333333,2.08166666666667,0.00166666666666693,TRUE
1263,0,0,2.105,2.08333333333333,0.00166666666666648,TRUE
1264,0,0,2.10666666666667,2.085,0.00166666666666693,TRUE
1265,0,0,2.10833333333333,2.08666666666667,0.00166666666666648,TRUE
1266,0,0,2.11,2.08833333333333,0.00166666666666648,TRUE
1267,0,0,2.11166666666667,2.09,0.00166666666666693,TRUE
1268,0,0,2.11333333333333,2.09166666666667,0.00166666666666648,TRUE
1269,0,0,2.115,2.09333333333333,0.00166666666666693,TRUE
1270,0,0,2.11666666666667,2.095,0.00166666666666648,TRUE
1271,0,0,2.11833333333333,2.09666666666667,0.00166666666666648,TRUE
1272,0,0,2.12,2.09833333333333,0.00166666666666693,TRUE
1273,0,0,2.12166666666667,2.1,0.00166666666666648,TRUE
1274,0,0,2.12333333333333,2.10166666666667,0.00166666666666693,TRUE
1275,0,0,2.125,2.10333333333333,0.00166666666666648,TRUE
1276,0,0,2.12666666666667,2.105,0.00166666666666648,TRUE
1277,0,0,2.12833333333333,2.10666666666667,0.00166666666666693,TRUE
1278,0,0,2.13,2.10833333333333,0.00166666666666648,TRUE
1279,0,0,2.13166666666667,2.11,0.00166666666666693,TRUE
1280,0,0,2.13333333333333,2.11166666666667,0.00166666666666648,TRUE
1281,0,0,2.135,2.11333333333333,0.00166666666666648,TRUE
1282,0,0,2.13666666666667,2.115,0.00166666666666648,TRUE
1283,0,0,2.13833333333333,2.11666666666667,0.00166666666666737,TRUE
1284,0,0,2.14,2.11833333333333,0.00166666666666648,TRUE
1285,0,0,2.14166666666667,2.12,0.00166666666666648,TRUE
1286,0,0,2.14333333333333,2.12166666666667,0.00166666666666648,TRUE
1287,0,0,2.145,2.12333333333333,0.00166666666666693,TRUE
1288,0,0,2.14666666666667,2.125,0.00166666666666693,TRUE
1289,0,0,2.14833333333333,2.12666666666667,0.00166666666666648,TRUE
1290,0,0,2.15,2.12833333333333,0.00166666666666648,TRUE
1291,0,0,2.15166666666667,2.13,0.00166666666666648,TRUE
1292,0,0,2.15333333333333,2.13166666666667,0.00166666666666693,TRUE
1293,0,0,2.155,2.13333333333333,0.00166666666666693,TRUE
1294,0,0,2.15666666666667,2.135,0.00166666666666648,TRUE
1295,0,0,2.15833333333333,2.13666666666667,0.00166666666666648,TRUE
1296,0,0,2.16,2.13833333333333,0.00166666666666648,TRUE
1297,0,0,2.16166666666667,2.14,0.00166666666666693,TRUE
1298,0,0,2.16333333333333,2.14166666666667,0.00166666666666693,TRUE
1299,0,0,2.165,2.14333333333333,0.00166666666666648,TRUE
1300,0,0,2.16666666666667,2.145,0.00166666666666648,TRUE
1301,0,0,2.16833333333333,2.14666666666667,0.00166666666666693,TRUE
1302,0,0,2.17,2.14833333333333,0.00166666666666648,TRUE
1303,0,0,2.17166666666667,2.15,0.00166666666666693,TRUE
1304,0,0,2.17333333333333,2.15166666666667,0.00166666666666648,TRUE
1305,0,0,2.175,2.15333333333333,0.00166666666666648,TRUE
1306,0,0,2.17666666666667,2.155,0.00166666666666693,TRUE
1307,0,0,2.17833333333333,2.15666666666667,0.00166666666666648,TRUE
1308,0,0,2.18,2.15833333333333,0.00166666666666693,TRUE
1309,0,0,2.18166666666667,2.16,0.00166666666666648,TRUE
1310,0,0,2.18333333333333,2.16166666666667,0.00166666666666648,TRUE
1315,19.6977156035922,196.977156035922,2.19166666666667,2.17,0.00833333333333375,FALSE
1316,19.6977156035922,196.977156035922,2.19333333333333,2.17166666666667,0.00166666666666648,FALSE
1317,20.6155281280883,206.155281280883,2.195,2.17333333333333,0.00166666666666648,FALSE
1318,21.9317121994613,219.317121994613,2.19666666666667,2.175,0.00166666666666693,FALSE
1319,21.4709105535839,214.709105535839,2.19833333333333,2.17666666666667,0.00166666666666648,FALSE
1320,20.591260281974,205.91260281974,2.2,2.17833333333333,0.00166666666666693,FALSE
1321,21.6333076527839,216.333076527839,2.20166666666667,2.18,0.00166666666666648,FALSE
1322,22.8035085019828,228.035085019828,2.20333333333333,2.18166666666667,0.00166666666666648,FALSE
1323,23.43074902772,234.3074902772,2.205,2.18333333333333,0.00166666666666693,FALSE
1324,25.4558441227157,254.558441227157,2.20666666666667,2.185,0.00166666666666648,FALSE
1325,28.3196045170126,283.196045170126,2.20833333333333,2.18666666666667,0.00166666666666693,FALSE
1327,32.8024389337135,328.024389337135,2.21166666666667,2.19,0.00333333333333297,FALSE
1328,35.8050275799363,358.050275799363,2.21333333333333,2.19166666666667,0.00166666666666693,FALSE
1329,36.0555127546399,360.555127546399,2.215,2.19333333333333,0.00166666666666693,FALSE
1330,38.0788655293195,380.788655293195,2.21666666666667,2.195,0.00166666666666648,FALSE
1331,39.3573373083089,393.573373083089,2.21833333333333,2.19666666666667,0.00166666666666648,FALSE
1332,38.9101529166874,389.101529166874,2.22,2.19833333333333,0.00166666666666648,FALSE
1333,40.853396431631,408.53396431631,2.22166666666667,2.2,0.00166666666666693,FALSE
1334,42.3792402008342,423.792402008342,2.22333333333333,2.20166666666667,0.00166666666666693,FALSE
1335,43.3243580448689,433.243580448689,2.225,2.20333333333333,0.00166666666666648,FALSE
1336,43.6806593356831,436.806593356831,2.22666666666667,2.205,0.00166666666666648,FALSE
1337,45.8911756223351,458.911756223351,2.22833333333333,2.20666666666667,0.00166666666666648,FALSE
1338,43.7378554572581,437.378554572581,2.23,2.20833333333333,0.00166666666666693,FALSE
1339,45.2769256906871,452.769256906871,2.23166666666667,2.21,0.00166666666666693,FALSE
1340,45.1774279923061,451.774279923061,2.23333333333333,2.21166666666667,0.00166666666666648,FALSE
1341,46.0108682813094,460.108682813094,2.235,2.21333333333333,0.00166666666666648,FALSE
1342,43,430,2.23666666666667,2.215,0.00166666666666648,FALSE
1343,42.0475920832573,420.475920832573,2.23833333333333,2.21666666666667,0.00166666666666737,FALSE
1344,37.2155881318568,372.155881318568,2.24,2.21833333333333,0.00166666666666648,FALSE
1345,36.6742416417845,366.742416417845,2.24166666666667,2.22,0.00166666666666648,FALSE
1346,32.0156211871642,320.156211871642,2.24333333333333,2.22166666666667,0.00166666666666648,FALSE
1347,26.9258240356725,269.258240356725,2.245,2.22333333333333,0.00166666666666648,FALSE
1348,26.2488094968134,262.488094968134,2.24666666666667,2.225,0.00166666666666737,FALSE
1352,21.9544984001001,219.544984001001,2.25333333333333,2.23166666666667,0.00666666666666593,FALSE
1354,21.2602916254693,212.602916254693,2.25666666666667,2.235,0.00333333333333385,FALSE
1357,21.4009345590327,214.009345590327,2.26166666666667,2.24,0.00499999999999945,FALSE
1358,20.8086520466848,208.086520466848,2.26333333333333,2.24166666666667,0.00166666666666737,FALSE
1361,18.3847763108502,183.847763108502,2.26833333333333,2.24666666666667,0.00499999999999945,FALSE
1362,18.9736659610103,189.736659610103,2.27,2.24833333333333,0.00166666666666693,FALSE
1363,17.7200451466693,177.200451466693,2.27166666666667,2.25,0.00166666666666693,FALSE
1368,0,0,2.28,2.25833333333333,0.0083333333333333,TRUE
1370,20.1246117974981,201.246117974981,2.28333333333333,2.26166666666667,0.00333333333333297,FALSE
1371,18.8679622641132,188.679622641132,2.285,2.26333333333333,0.00166666666666648,FALSE
1372,0,0,2.28666666666667,2.265,0.00166666666666693,TRUE
1373,0,0,2.28833333333333,2.26666666666667,0.00166666666666693,TRUE
1439,20.6155281280883,206.155281280883,2.39833333333333,2.37666666666667,0.11,FALSE
1440,22.3606797749979,223.606797749979,2.4,2.37833333333333,0.00166666666666648,FALSE
1441,22.4722050542442,224.722050542442,2.40166666666667,2.38,0.00166666666666648,FALSE
1442,22.4722050542442,224.722050542442,2.40333333333333,2.38166666666667,0.00166666666666693,FALSE
1443,26.4007575648882,264.007575648882,2.405,2.38333333333333,0.00166666666666693,FALSE
1444,28.3196045170126,283.196045170126,2.40666666666667,2.385,0.00166666666666648,FALSE
1445,31.1126983722081,311.126983722081,2.40833333333333,2.38666666666667,0.00166666666666648,FALSE
1446,34.828149534536,348.28149534536,2.41,2.38833333333333,0.00166666666666648,FALSE
1447,35.6089876295297,356.089876295297,2.41166666666667,2.39,0.00166666666666693,FALSE
1448,36.6196668472011,366.196668472011,2.41333333333333,2.39166666666667,0.00166666666666693,FALSE
1449,36.3593179253957,363.593179253957,2.415,2.39333333333333,0.00166666666666648,FALSE
1450,39.3573373083089,393.573373083089,2.41666666666667,2.395,0.00166666666666648,FALSE
1451,37.5765884561119,375.765884561119,2.41833333333333,2.39666666666667,0.00166666666666693,FALSE
1452,39.3954312071844,393.954312071844,2.42,2.39833333333333,0.00166666666666648,FALSE
1453,37.3363094051889,373.363094051889,2.42166666666667,2.4,0.00166666666666693,FALSE
1454,37.9473319220206,379.473319220206,2.42333333333333,2.40166666666667,0.00166666666666648,FALSE
1455,37.9473319220206,379.473319220206,2.425,2.40333333333333,0.00166666666666648,FALSE
1456,40.024992192379,400.24992192379,2.42666666666667,2.405,0.00166666666666693,FALSE
1457,36.8781778291715,368.781778291715,2.42833333333333,2.40666666666667,0.00166666666666648,FALSE
1458,35.9026461420325,359.026461420325,2.43,2.40833333333333,0.00166666666666693,FALSE
1459,34.2344855372474,342.344855372474,2.43166666666667,2.41,0.00166666666666648,FALSE
1460,34.132096331752,341.32096331752,2.43333333333333,2.41166666666667,0.00166666666666648,FALSE
1461,34.0147027033899,340.147027033899,2.435,2.41333333333333,0.00166666666666693,FALSE
1462,37.0540146272978,370.540146272978,2.43666666666667,2.415,0.00166666666666648,FALSE
1463,39.4588393138977,394.588393138977,2.43833333333333,2.41666666666667,0.00166666666666693,FALSE
1464,40.2616442783948,402.616442783948,2.44,2.41833333333333,0.00166666666666648,FALSE
1465,43.0116263352131,430.116263352131,2.44166666666667,2.42,0.00166666666666693,FALSE
1466,42.3792402008342,423.792402008342,2.44333333333333,2.42166666666667,0.00166666666666648,FALSE
1467,40.3112887414927,403.112887414927,2.445,2.42333333333333,0.00166666666666648,FALSE
1468,35.7770876399966,357.770876399966,2.44666666666667,2.425,0.00166666666666693,FALSE
1469,35.3553390593274,353.553390593274,2.44833333333333,2.42666666666667,0.00166666666666648,FALSE
1470,35,350,2.45,2.42833333333333,0.00166666666666693,FALSE
1471,33.9705755029261,339.705755029261,2.45166666666667,2.43,0.00166666666666648,FALSE
1472,33.9705755029261,339.705755029261,2.45333333333333,2.43166666666667,0.00166666666666648,FALSE
1473,32.8024389337135,328.024389337135,2.455,2.43333333333333,0.00166666666666693,FALSE
1474,33.6154726279432,336.154726279432,2.45666666666667,2.435,0.00166666666666648,FALSE
1475,31.3049516849971,313.049516849971,2.45833333333333,2.43666666666667,0.00166666666666693,FALSE
1476,30.0832179129826,300.832179129826,2.46,2.43833333333333,0.00166666666666648,FALSE
1477,26.6833281282527,266.833281282527,2.46166666666667,2.44,0.00166666666666648,FALSE
1478,26.3058928759318,263.058928759318,2.46333333333333,2.44166666666667,0.00166666666666693,FALSE
1479,25.0199920063936,250.199920063936,2.465,2.44333333333333,0.00166666666666693,FALSE
1480,22.0227155455452,220.227155455452,2.46666666666667,2.445,0.00166666666666648,FALSE
1481,20.0997512422418,200.997512422418,2.46833333333333,2.44666666666667,0.00166666666666648,FALSE
1482,19.6468827043885,196.468827043885,2.47,2.44833333333333,0.00166666666666648,FALSE
1483,21.1896201004171,211.896201004171,2.47166666666667,2.45,0.00166666666666693,FALSE
1484,21.0237960416286,210.237960416286,2.47333333333333,2.45166666666667,0.00166666666666693,FALSE
1485,21.9544984001001,219.544984001001,2.475,2.45333333333333,0.00166666666666648,FALSE
1486,21.6333076527839,216.333076527839,2.47666666666667,2.455,0.00166666666666648,FALSE
1540,0,0,2.56666666666667,2.545,0.0900000000000003,TRUE
1541,0,0,2.56833333333333,2.54666666666667,0.00166666666666648,TRUE
1542,0,0,2.57,2.54833333333333,0.00166666666666648,TRUE
1543,0,0,2.57166666666667,2.55,0.00166666666666693,TRUE
1544,0,0,2.57333333333333,2.55166666666667,0.00166666666666648,TRUE
1545,0,0,2.575,2.55333333333333,0.00166666666666693,TRUE
1546,0,0,2.57666666666667,2.555,0.00166666666666648,TRUE
1547,0,0,2.57833333333333,2.55666666666667,0.00166666666666648,TRUE
1548,19.2093727122985,192.093727122985,2.58,2.55833333333333,0.00166666666666693,FALSE
1549,20.5182845286832,205.182845286832,2.58166666666667,2.56,0.00166666666666648,FALSE
1550,20.5182845286832,205.182845286832,2.58333333333333,2.56166666666667,0.00166666666666693,FALSE
1551,19.1049731745428,191.049731745428,2.585,2.56333333333333,0.00166666666666648,FALSE
1552,21.2602916254693,212.602916254693,2.58666666666667,2.565,0.00166666666666648,FALSE
1553,22.8035085019828,228.035085019828,2.58833333333333,2.56666666666667,0.00166666666666693,FALSE
1554,23.8537208837531,238.537208837531,2.59,2.56833333333333,0.00166666666666693,FALSE
1555,25.5538646783613,255.538646783613,2.59166666666667,2.57,0.00166666666666648,FALSE
1556,23.7065391822594,237.065391822594,2.59333333333333,2.57166666666667,0.00166666666666648,FALSE
1557,22.8254244210267,228.254244210267,2.595,2.57333333333333,0.00166666666666648,FALSE
1558,20.1246117974981,201.246117974981,2.59666666666667,2.575,0.00166666666666693,FALSE
1559,0,0,2.59833333333333,2.57666666666667,0.00166666666666693,TRUE
1560,0,0,2.6,2.57833333333333,0.00166666666666648,TRUE
1561,0,0,2.60166666666667,2.58,0.00166666666666648,TRUE
1562,0,0,2.60333333333333,2.58166666666667,0.00166666666666648,TRUE
1563,0,0,2.605,2.58333333333333,0.00166666666666693,TRUE
1564,0,0,2.60666666666667,2.585,0.00166666666666693,TRUE
1565,0,0,2.60833333333333,2.58666666666667,0.00166666666666648,TRUE
1566,0,0,2.61,2.58833333333333,0.00166666666666648,TRUE
1567,0,0,2.61166666666667,2.59,0.00166666666666648,TRUE
1568,0,0,2.61333333333333,2.59166666666667,0.00166666666666737,TRUE
1569,0,0,2.615,2.59333333333333,0.00166666666666648,TRUE
1570,0,0,2.61666666666667,2.595,0.00166666666666648,TRUE
1571,0,0,2.61833333333333,2.59666666666667,0.00166666666666648,TRUE
1572,23.0217288664427,230.217288664427,2.62,2.59833333333333,0.00166666666666648,FALSE
1573,24.0208242989286,240.208242989286,2.62166666666667,2.6,0.00166666666666737,FALSE
1574,25,250,2.62333333333333,2.60166666666667,0.00166666666666648,FALSE
1575,28.0713376952364,280.713376952364,2.625,2.60333333333333,0.00166666666666648,FALSE
